SERVICE_REQUEST_ID	STATUS	SERVICE_NAME	SERVICE_CODE	DESCRIPTION	AGENCY_RESPONSIBLE	REQUESTED_DATETIME	UPDATED_DATETIME	EXPECTED_DATETIME	ADDRESS	ZIPCODE	LATITUDE	LONGITUDE	REQUESTED_DATE	UPDATED_DATE	LAST_TABLE_UPDATE
SR21020145	CLOS	"""Building, residential"""	"""BLD-RES"""	"""No water,  leaks from the walls"""	Cinc Building Dept	2021-03-11	2021-04-06	2022-03-11	"""3350 CAVANAUGH AV - GJ0972135585 """	45211	39.1442178664366	-84.5732694157067	03/11/2021 12:00:00 AM	04/06/2021 12:00:00 AM	04/06/2021 12:00:00 AM
SR21001372	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-01-06	2021-04-06	2022-01-06	"""4543 MIDLAND AV, CINC - GJ0829731953"""	45205	39.1118655754122	-84.5908444503787	01/06/2021 12:00:00 AM	04/06/2021 12:00:00 AM	04/06/2021 12:00:00 AM
SR21028386	NEW	"""Building, residential"""	"""BLD-RES"""	"""Doing work without permits. Installed electric without permits."""	Cinc Building Dept	2021-04-07	2021-04-07	2022-04-07	"""322 WARNER ST - GJ1401133589 """	45219	39.1251997611384	-84.524294823509	04/07/2021 12:00:00 AM	04/07/2021 12:00:00 AM	04/07/2021 12:00:00 AM
SR21027928	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-04-06	2021-04-07	2022-04-06	"""5815 WYATT AV, CINC - GJ2352439561"""	45213	39.1765772690319	-84.4123617821792	04/06/2021 12:00:00 AM	04/07/2021 12:00:00 AM	04/07/2021 12:00:00 AM
SR21027338	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Reissue of B201805576 to add additional owner."""	Cinc Building Dept	2021-04-05	2021-04-07	2022-04-05	"""3436 HARVEY AV - GJ1625235538 """	45229	39.142195430002	-84.4977802203638	04/05/2021 12:00:00 AM	04/07/2021 12:00:00 AM	04/07/2021 12:00:00 AM
SR21027380	CLOS	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-04-05	2021-04-07	2022-04-05	"""531 KLOTTER AV, CINC - GJ1353533272"""	45214	39.1224654897472	-84.5298854863064	04/05/2021 12:00:00 AM	04/07/2021 12:00:00 AM	04/07/2021 12:00:00 AM
SR21027346	CLOS	"""Tree, removal request-pub tree"""	"""CPARKF-C"""	"""Transfer: 04/05/2021 7:31 AM/SGOODWINREFER TO DPS- VIEW NOTES - Request entered through the Web. Refer to Intake Questions for further description."""	Park Department	2021-04-05	2021-04-07	2022-04-05	"""1905 HONEYSUCKLE LN, CINC - GJ2647129829"""	45230	39.088212506856	-84.381546889099	04/05/2021 12:00:00 AM	04/07/2021 12:00:00 AM	04/07/2021 12:00:00 AM
SR21026996	CLOS	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-04-02	2021-04-07	2022-04-02	"""7854 NEWBEDFORD AV, CINC - GJ1954742745"""	45237	39.206250483216	-84.4573316252229	04/02/2021 12:00:00 AM	04/07/2021 12:00:00 AM	04/07/2021 12:00:00 AM
SR21028891	NEW	"""Building, residential"""	"""BLD-RES"""	"""Backyard & side yards has construction debris all over the place. """	Cinc Building Dept	2021-04-08	2021-04-08	2022-04-08	"""1860 KINNEY AV - GJ1874234964 """	45207	39.1364067475848	-84.4691754304382	04/08/2021 12:00:00 AM	04/08/2021 12:00:00 AM	04/08/2021 12:00:00 AM
SR21028843	NEW	"""Building, facade insp"""	"""BLDFACAD"""	"""Facede inspection required. Reissue of BF16004196."""	Cinc Building Dept	2021-04-08	2021-04-08	2022-04-08	"""615 MAPLE AV - GJ1659435507 """	45229	39.1418268188054	-84.4938269291422	04/08/2021 12:00:00 AM	04/08/2021 12:00:00 AM	04/08/2021 12:00:00 AM
SR21028849	NEW	"""Building, fire escape insp"""	"""BLDFRESC"""	"""Reissue of BF160000350 due to service issues."""	Cinc Building Dept	2021-04-08	2021-04-08	2022-04-08	"""3440 HARVEY AV - GJ1625535569 """	45229	39.142468215699	-84.4977280177894	04/08/2021 12:00:00 AM	04/08/2021 12:00:00 AM	04/08/2021 12:00:00 AM
SR21028857	NEW	"""Building, fire escape insp"""	"""BLDFRESC"""	"""Reissue of BF16000348 to new owner."""	Cinc Building Dept	2021-04-08	2021-04-08	2022-04-08	"""768 RIDGEWAY AV - GJ1676135266 """	45229	39.1396148261402	-84.4919797632785	04/08/2021 12:00:00 AM	04/08/2021 12:00:00 AM	04/08/2021 12:00:00 AM
SR21028486	CLOS	"""Park Facility Problem"""	"""FACTPARK"""	""" """	Park Department	2021-04-07	2021-04-08	2022-04-07	"""1984 MADISON RD - GJ1919434474 """	45208	39.1318817174095	-84.4641050525432	04/07/2021 12:00:00 AM	04/08/2021 12:00:00 AM	04/08/2021 12:00:00 AM
SR21027024	OPEN	"""Building, residential"""	"""BLD-RES"""	"""hanging gutters"""	Cinc Building Dept	2021-04-02	2021-04-08	2022-04-02	"""2722 MONTANA AV - GJ0850636358 """	45211	39.1514678216797	-84.5870736523222	04/02/2021 12:00:00 AM	04/08/2021 12:00:00 AM	04/08/2021 12:00:00 AM
SR21025606	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-03-29	2021-04-08	2022-03-29	"""1632 QUEBEC RD, CINC - GJ0972132684"""	45205	39.1180977189744	-84.5741528883874	03/29/2021 12:00:00 AM	04/08/2021 12:00:00 AM	04/08/2021 12:00:00 AM
SR21020487	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Trash and rubbish on private property"""	Cinc Building Dept	2021-03-12	2021-04-08	2022-03-12	"""320 OXLEY ST - GJ1917643873 """	45216	39.2164963093171	-84.4612675944279	03/12/2021 12:00:00 AM	04/08/2021 12:00:00 AM	04/08/2021 12:00:00 AM
SR21013656	CLOS	"""Building, residential"""	"""BLD-RES"""	"""Final inspection required by IBI for work associated with fire damage in garage covered under permit 2019P8266"""	Cinc Building Dept	2021-02-19	2021-04-08	2022-02-19	"""4115 KIRBY AV - GJ1182537727 """	45223	39.1629860101981	-84.5482642168945	02/19/2021 12:00:00 AM	04/08/2021 12:00:00 AM	04/08/2021 12:00:00 AM
SR21029216	NEW	"""Building, fire escape insp"""	"""BLDFRESC"""	"""Reissue of BF16000348 to new owner"""	Cinc Building Dept	2021-04-09	2021-04-09	2022-04-09	"""768 RIDGEWAY AV - GJ1676135266 """	45229	39.1396148261402	-84.4919797632785	04/09/2021 12:00:00 AM	04/09/2021 12:00:00 AM	04/09/2021 12:00:00 AM
SR21028418	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Issue repair orders instead of condemnation due to improving conditions."""	Cinc Building Dept	2021-04-07	2021-04-09	2022-04-07	"""2161 WERON LN - GJ1072736048 """	45225	39.1481327949526	-84.5614881384932	04/07/2021 12:00:00 AM	04/09/2021 12:00:00 AM	04/09/2021 12:00:00 AM
SR21027581	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Garage constructed (no permits) and sump pump installed and downspout and sump discharging onto 2215, 2219 and 2223 Kipling"""	Cinc Building Dept	2021-04-05	2021-04-09	2022-04-05	"""2205 KIPLING AV - GJ1034841990 """	45239	39.2017241011663	-84.564024499459	04/05/2021 12:00:00 AM	04/09/2021 12:00:00 AM	04/09/2021 12:00:00 AM
SR21024669	CLOS	"""Building, residential"""	"""BLD-RES"""	"""Transfer: 03/26/2021 7:08 AM/SGOODWINREFER TO B & I - Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-03-25	2021-04-09	2022-03-26	"""2165 SELIM AV, CINC - GJ1163733203"""	45214	39.1223120483838	-84.5518569375524	03/25/2021 12:00:00 AM	04/09/2021 12:00:00 AM	04/09/2021 12:00:00 AM
SR21023867	CLOS	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-03-24	2021-04-09	2022-03-24	"""968 FAIRBANKS AV, CINC - GJ1026731761"""	45205	39.1096558103781	-84.568133322228	03/24/2021 12:00:00 AM	04/09/2021 12:00:00 AM	04/09/2021 12:00:00 AM
SR21029737	NEW	"""Sign Shop,Internal New Request"""	"""SGNSHPNI"""	"""SR for vehicle decals. Contact Doug Pierani for further details."""	Public Services	2021-04-12	2021-04-12	2022-04-12	"""3300 COLERAIN AV - GJ1278335589 """	45225	39.1435054955578	-84.5378569044142	04/12/2021 12:00:00 AM	04/12/2021 12:00:00 AM	04/12/2021 12:00:00 AM
SR21029881	NEW	"""Building, residential"""	"""BLD-RES"""	"""GARAGE LOOKS LIKE ITS ABOUT TO FALL DOWN """	Cinc Building Dept	2021-04-12	2021-04-12	2022-04-12	"""5619 CHANDLER ST - GJ2498238166 """	45227	39.1636366694239	-84.3959834059511	04/12/2021 12:00:00 AM	04/12/2021 12:00:00 AM	04/12/2021 12:00:00 AM
SR21029615	NEW	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-04-12	2021-04-12	2022-04-12	"""2266 VINE ST, CINC - GJ1487233369"""	45219	39.1230130044163	-84.5144020951782	04/12/2021 12:00:00 AM	04/12/2021 12:00:00 AM	04/12/2021 12:00:00 AM
SR21029548	CLOS	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-04-11	2021-04-12	2022-04-11	"""7510 CORNELIA AV, CINC - GJ1767641956"""	45216	39.1996227904132	-84.4792419239827	04/11/2021 12:00:00 AM	04/12/2021 12:00:00 AM	04/12/2021 12:00:00 AM
SR21028787	CLOS	"""Building, residential"""	"""BLD-RES"""	"""No hot water for 2 days. Oven doesn't work properly. Tenant's name: Evette McMiller, caller is daughter and will assist with scheduling an appointment for tenant. """	Cinc Building Dept	2021-04-08	2021-04-12	2022-04-08	"""5377 BAHAMA TER - GJ1016840487 """	45223	39.1882407787041	-84.5665751581572	04/08/2021 12:00:00 AM	04/12/2021 12:00:00 AM	04/12/2021 12:00:00 AM
SR21026190	CLOS	"""Building, residential"""	"""BLD-RES"""	"""Supply line leaking in front yard.  Water leaking onto sidewalk,"""	Cinc Building Dept	2021-03-31	2021-04-12	2022-03-31	"""842 E MITCHELL AV - GJ1733637096 """	45229	39.1559477645794	-84.484738835203	03/31/2021 12:00:00 AM	04/12/2021 12:00:00 AM	04/12/2021 12:00:00 AM
SR21025832	CLOS	"""Building, residential"""	"""BLD-RES"""	"""broken fence in rear """	Cinc Building Dept	2021-03-30	2021-04-12	2022-03-30	"""24 E DANIELS ST - GJ1539034416 """	45219	39.1323034425272	-84.5080953998766	03/30/2021 12:00:00 AM	04/12/2021 12:00:00 AM	04/12/2021 12:00:00 AM
SR21025369	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Kitchen outlets & second bedroom outlets don't work. Washer & dryer hookup valves are rusted & corroded. 1 adult & 5 children in a 2 bedroom apartment. """	Cinc Building Dept	2021-03-29	2021-04-12	2022-03-29	"""4812 WINNESTE AV - GJ1505439528 """	45232	39.1784135394007	-84.5103587353267	03/29/2021 12:00:00 AM	04/12/2021 12:00:00 AM	04/12/2021 12:00:00 AM
SR21025359	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Something is leaking through living room ceiling."""	Cinc Building Dept	2021-03-29	2021-04-12	2022-03-29	"""2950 HIGHFOREST LN - GJ1083239477 """	45223	39.1789846934834	-84.5592104648044	03/29/2021 12:00:00 AM	04/12/2021 12:00:00 AM	04/12/2021 12:00:00 AM
SR21023906	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-03-24	2021-04-12	2022-03-24	"""4136 MAD ANTHONY ST, CINC - GJ1296037558"""	45223	39.161194978768	-84.5351842945805	03/24/2021 12:00:00 AM	04/12/2021 12:00:00 AM	04/12/2021 12:00:00 AM
SR21022940	OPEN	"""Building, residential"""	"""BLD-RES"""	"""No access to mail. tenants not given key to new mail box. Leak around tub and bathroom ceiling."""	Cinc Building Dept	2021-03-22	2021-04-12	2022-03-18	"""2974 HIGHFOREST LN - GJ1059439525 """	45223	39.1794744591903	-84.5619418518207	03/22/2021 12:00:00 AM	04/12/2021 12:00:00 AM	04/12/2021 12:00:00 AM
SR21020405	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-03-12	2021-04-12	2022-03-12	"""3146 RIVER RD, CINC - GJ0986829278"""	45204	39.087396401542	-84.5735086164675	03/12/2021 12:00:00 AM	04/12/2021 12:00:00 AM	04/12/2021 12:00:00 AM
SR21030032	NEW	"""Building, residential"""	"""BLD-RES"""	"""Transfer: 04/13/2021 9:13 AM/SGOODWINREFER TO B & I - VIEW NOTES  - Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-04-13	2021-04-13	2022-04-13	"""1913 POGUE AV, CINC - GJ1932734668"""	45208	39.1335924619576	-84.4624955110321	04/13/2021 12:00:00 AM	04/13/2021 12:00:00 AM	04/13/2021 12:00:00 AM
SR21030360	NEW	"""Building, residential"""	"""BLD-RES"""	"""Retaining wall erected on complaint's property without permits"""	Cinc Building Dept	2021-04-13	2021-04-13	2022-04-13	"""6618 IRIS AV - GJ2332541110 """	45213	39.1905697476423	-84.4141754375384	04/13/2021 12:00:00 AM	04/13/2021 12:00:00 AM	04/13/2021 12:00:00 AM
SR21029408	NEW	"""Building, residential"""	"""BLD-RES"""	"""Transfer: 04/13/2021 6:59 AM/PCLEMONSLandlord Not Responding to Request for Key - Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-04-09	2021-04-13	2022-04-13	"""2344 LAREDO AV, CINC - GJ1740133557"""	45206	39.1240730518475	-84.4851155725919	04/09/2021 12:00:00 AM	04/13/2021 12:00:00 AM	04/13/2021 12:00:00 AM
SR21029388	CLOS	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-04-09	2021-04-13	2022-04-09	"""2950 HIGHFOREST LN, CINC - GJ1083139476"""	45223	39.1789846934834	-84.5592104648044	04/09/2021 12:00:00 AM	04/13/2021 12:00:00 AM	04/13/2021 12:00:00 AM
SR21028829	CLOS	"""Building, residential"""	"""BLD-RES"""	"""There is cement that has been added it is now causing water runoff onto caller's property causing water damage to caller's property. The cement is about 800 feet big and possibly added without permits. """	Cinc Building Dept	2021-04-08	2021-04-13	2022-04-08	"""3620 ZINSLE AV - GJ2341640628 """	45213	39.1862069236687	-84.413283766876	04/08/2021 12:00:00 AM	04/13/2021 12:00:00 AM	04/13/2021 12:00:00 AM
SR21027990	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Unsafe fence - multiple screws, several inches long, which I believe are a hazard, sticking out on our side"""	Cinc Building Dept	2021-04-06	2021-04-13	2022-04-06	"""5143 JUNIPER AV - GJ0662432088 """	45238	39.1134741366204	-84.6101335815572	04/06/2021 12:00:00 AM	04/13/2021 12:00:00 AM	04/13/2021 12:00:00 AM
SR21026576	OPEN	"""Building, residential"""	"""BLD-RES"""	"""No hot water for 2 days. Second bedroom ceiling leaks. Water damage to the ceilings throughout the apartment. Walls are bulging and has water damage. Toilet doesn't flush correctly, have to flush severly times for it to work. Very low water pressure. """	Cinc Building Dept	2021-04-01	2021-04-13	2022-04-01	"""3145 GOBEL AV - GJ0886435620 """	45211	39.1447381569916	-84.5831600475001	04/01/2021 12:00:00 AM	04/13/2021 12:00:00 AM	04/13/2021 12:00:00 AM
SR21020270	CLOS	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-03-11	2021-04-13	2022-03-11	"""3264 BUELL ST, CINC - GJ0606635707"""	45211	39.1461879864261	-84.6154819337049	03/11/2021 12:00:00 AM	04/13/2021 12:00:00 AM	04/13/2021 12:00:00 AM
SR21030577	NEW	"""Building, residential"""	"""BLD-RES"""	"""Transfer: 04/14/2021 10:49 AM/SGOODWINREFER TO B&I - Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-04-14	2021-04-14	2022-04-14	"""5842 BRYSON ST, CINC - GJ2254827181"""	45228	39.0653816120222	-84.4277082884903	04/14/2021 12:00:00 AM	04/14/2021 12:00:00 AM	04/14/2021 12:00:00 AM
SR21030615	NEW	"""Building, residential"""	"""BLD-RES"""	"""Transfer: 04/14/2021 12:10 PM/SGOODWINREFER TO B&I - VIEW NOTES. - Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-04-14	2021-04-14	2022-04-14	"""26 MERCER ST, CINC - GJ1492531988"""	45202	39.1105665965586	-84.5142430477346	04/14/2021 12:00:00 AM	04/14/2021 12:00:00 AM	04/14/2021 12:00:00 AM
SR21030502	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Work started without permits"""	Cinc Building Dept	2021-04-14	2021-04-14	2022-04-14	"""1958 FRICKE RD - GJ1126736005 """	45225	39.1476227096668	-84.5552585792688	04/14/2021 12:00:00 AM	04/14/2021 12:00:00 AM	04/14/2021 12:00:00 AM
SR21029542	CLOS	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-04-11	2021-04-14	2022-04-11	"""2317 HENRIANNE CT, CINC - GJ1038536309"""	45225	39.1505714785424	-84.5653513597838	04/11/2021 12:00:00 AM	04/14/2021 12:00:00 AM	04/14/2021 12:00:00 AM
SR21029373	CLOS	"""Building, residential"""	"""BLD-RES"""	"""Bedroom ceiling is bubbling, leaks and had collapsed, it was patched but the patched had failed and the ceiling has started to leak again."""	Cinc Building Dept	2021-04-09	2021-04-14	2022-04-09	"""6400 GRACELY DR - FJ9983831391 """	45233	39.1087718850787	-84.6887761065741	04/09/2021 12:00:00 AM	04/14/2021 12:00:00 AM	04/14/2021 12:00:00 AM
SR21028845	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Reissue of CC20180840 to new owner"""	Cinc Building Dept	2021-04-08	2021-04-14	2022-04-08	"""539 HALE AV - GJ1641435295 """	45229	39.1399690472577	-84.495974829084	04/08/2021 12:00:00 AM	04/14/2021 12:00:00 AM	04/14/2021 12:00:00 AM
SR21028875	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Debris from construction site is washing onto the public right-of-way."""	Cinc Building Dept	2021-04-08	2021-04-14	2022-04-08	"""3977 CLIFTON AV - GJ1469137236 """	45220	39.1578679089146	-84.5152845755825	04/08/2021 12:00:00 AM	04/14/2021 12:00:00 AM	04/14/2021 12:00:00 AM
SR21028903	CLOS	"""Building, residential"""	"""BLD-RES"""	"""Driveway being built w/gravel. The front yard now looks like a parking lot. """	Cinc Building Dept	2021-04-08	2021-04-14	2022-04-08	"""3659 CANYON DR - GJ1592136645 """	45217	39.1522393092418	-84.5012507213923	04/08/2021 12:00:00 AM	04/14/2021 12:00:00 AM	04/14/2021 12:00:00 AM
SR21027506	CLOS	"""Building, residential"""	"""BLD-RES"""	"""Common areas are filthy, garbage all over the place, roach infestation. People other than tenants are dumping refrigerators into the dumpsters, now there is no room for the tenants to put their garbage. Caller refused to give contact information. """	Cinc Building Dept	2021-04-05	2021-04-14	2022-04-05	"""2236 WESTWOOD NORTHERN BLVD - GJ1030235828 """	45225	39.1462617211078	-84.5664697593806	04/05/2021 12:00:00 AM	04/14/2021 12:00:00 AM	04/14/2021 12:00:00 AM
SR21025239	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-03-29	2021-04-14	2022-03-29	"""974 FAIRBANKS AV, CINC - GJ1026931781"""	45205	39.1098375424109	-84.5681069395195	03/29/2021 12:00:00 AM	04/14/2021 12:00:00 AM	04/14/2021 12:00:00 AM
SR21025608	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-03-29	2021-04-14	2022-03-29	"""1628 QUEBEC RD, CINC - GJ0971032659"""	45205	39.1178726674616	-84.5742978493093	03/29/2021 12:00:00 AM	04/14/2021 12:00:00 AM	04/14/2021 12:00:00 AM
SR21021317	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-03-15	2021-04-14	2022-03-15	"""6262 COLLEGEVUE PL, CINC - """	45224	39.2053248560382	-84.5548784035405	03/15/2021 12:00:00 AM	04/14/2021 12:00:00 AM	04/14/2021 12:00:00 AM
SR21018173	CLOS	"""Building, residential"""	"""BLD-RES"""	"""Reissue of CC20200001 to new ownership"""	Cinc Building Dept	2021-03-05	2021-04-14	2022-03-05	"""3834 GLENWAY AV - GJ0947732236 """	45205	39.114119925356	-84.5771237893001	03/05/2021 12:00:00 AM	04/14/2021 12:00:00 AM	04/14/2021 12:00:00 AM
SR21030731	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-04-14	2021-04-15	2022-04-14	"""3733 MAYFIELD AV, CINC - GJ0975232409"""	45205	39.1156169576548	-84.5738893552851	04/14/2021 12:00:00 AM	04/15/2021 12:00:00 AM	04/15/2021 12:00:00 AM
SR21030351	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Defective water heater & furnace"""	Cinc Building Dept	2021-04-13	2021-04-15	2022-04-13	"""7159 READING RD - GJ1917141113 """	45237	39.1916454216364	-84.462229027149	04/13/2021 12:00:00 AM	04/15/2021 12:00:00 AM	04/15/2021 12:00:00 AM
SR21029822	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Holes in roof and soffit Gutters and downspouts full of holes."""	Cinc Building Dept	2021-04-12	2021-04-15	2022-04-12	"""1735 BERKLEY AV - GJ1889338903 """	45237	39.171824850237	-84.4661563523571	04/12/2021 12:00:00 AM	04/15/2021 12:00:00 AM	04/15/2021 12:00:00 AM
SR21016902	CLOS	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-03-02	2021-04-15	2022-03-02	"""1122 LINN ST, CINC - GJ1377431618"""	45203	39.1075177861822	-84.527649335526	03/02/2021 12:00:00 AM	04/15/2021 12:00:00 AM	04/15/2021 12:00:00 AM
SR21029033	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Transfer: 04/13/2021 6:58 AM/PCLEMONSThey placed a tent in the front yard that has been there a week now - Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-04-08	2021-04-16	2022-04-13	"""2907 URWILER AV, CINC - GJ0764636210"""	45211	39.1503429278406	-84.5970574522124	04/08/2021 12:00:00 AM	04/16/2021 12:00:00 AM	04/16/2021 12:00:00 AM
SR21027642	CLOS	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-04-05	2021-04-16	2022-04-05	"""3032 MCHENRY AV, CINC - GJ0916635287"""	45211	39.1416681789126	-84.5797680572324	04/05/2021 12:00:00 AM	04/16/2021 12:00:00 AM	04/16/2021 12:00:00 AM
SR21011902	OPEN	"""Building, residential"""	"""BLD-RES"""	"""No heat or water for over a week."""	Cinc Building Dept	2021-02-16	2021-04-16	2022-02-16	"""615 E MITCHELL AV - GJ1666837539 """	45229	39.1601020055545	-84.4923204999038	02/16/2021 12:00:00 AM	04/16/2021 12:00:00 AM	04/16/2021 12:00:00 AM
SR21029611	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Renovation without permits. Messy contruction"""	Cinc Building Dept	2021-04-12	2021-04-19	2022-04-12	"""2944 LEHMAN RD - GJ1098232409 """	45204	39.1153102914449	-84.559669413535	04/12/2021 12:00:00 AM	04/19/2021 12:00:00 AM	04/19/2021 12:00:00 AM
SR21028809	CLOS	"""Building, residential"""	"""BLD-RES"""	"""chickens and roosters"""	Cinc Building Dept	2021-04-08	2021-04-19	2022-04-08	"""241 TWAIN AV - FJ9994632020 """	45233	39.1144155816603	-84.6873370780439	04/08/2021 12:00:00 AM	04/19/2021 12:00:00 AM	04/19/2021 12:00:00 AM
SR21025502	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Downspouts not connected properly. Water leaving property"""	Cinc Building Dept	2021-03-29	2021-04-19	2022-03-29	"""941 ENRIGHT AV - GJ0987231690 """	45205	39.1091097037189	-84.5727210398616	03/29/2021 12:00:00 AM	04/19/2021 12:00:00 AM	04/19/2021 12:00:00 AM
SR21025195	CLOS	"""Building, residential"""	"""BLD-RES"""	"""Transfer: 03/29/2021 8:00 AM/PCLEMONSContractor residing at this address (AEP Construction Co) has a dumpster in the driveway used for collecting construction debris not related to the residence. - Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-03-28	2021-04-19	2022-03-29	"""2818 CYCLORAMA DR, CINC - GJ0883234639"""	45211	39.1359183400126	-84.5838367721695	03/28/2021 12:00:00 AM	04/19/2021 12:00:00 AM	04/19/2021 12:00:00 AM
SR21021586	CLOS	"""Building, residential"""	"""BLD-RES"""	"""Furnace leaks gas, gas has been turned off. Water heater piping has pvc and not copper. Circuit breaker constanlty trips. Tub/shower is not water tight and causing leaks through the flooring. Mold issues throughout the building. """	Cinc Building Dept	2021-03-16	2021-04-19	2022-03-16	"""6509 VINE ST - GJ1716640824 """	45216	39.1895494075062	-84.485508070424	03/16/2021 12:00:00 AM	04/19/2021 12:00:00 AM	04/19/2021 12:00:00 AM
SR21032384	NEW	"""Building, residential"""	"""BLD-RES"""	"""No control over the heat, unable to use the heat. Balconey door doesn't work, no access to the balconey. No access to basement. Exhaust from the garage comes up into the apartment. """	Cinc Building Dept	2021-04-20	2021-04-20	2022-04-20	"""7709 GREENLAND PL - GJ1928742234 """	45237	39.2017091862122	-84.4605229528336	04/20/2021 12:00:00 AM	04/20/2021 12:00:00 AM	04/20/2021 12:00:00 AM
SR21031098	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-04-15	2021-04-20	2022-04-15	"""3973 LOWRY AV, CINC - GJ1646437462"""	45229	39.1594624453898	-84.494697579891	04/15/2021 12:00:00 AM	04/20/2021 12:00:00 AM	04/20/2021 12:00:00 AM
SR21030838	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-04-14	2021-04-20	2022-04-14	"""420 GLENWOOD AV, CINC - GJ1617236573"""	45229	39.1515339336176	-84.4983595317469	04/14/2021 12:00:00 AM	04/20/2021 12:00:00 AM	04/20/2021 12:00:00 AM
SR21030472	CLOS	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-04-13	2021-04-20	2022-04-13	"""1458 WEIGOLD AV, CINC - GJ1294238204"""	45223	39.1670171798926	-84.5351870796724	04/13/2021 12:00:00 AM	04/20/2021 12:00:00 AM	04/20/2021 12:00:00 AM
SR21030447	CLOS	"""Tree, removal request-pub tree"""	"""CPARKF-C"""	"""Transfer: 04/20/2021 1:18 PM/ATAYLORTree between sidewalk and street is dead and they want it replaced. - Request entered through the Web. Refer to Intake Questions for further description."""	Park Department	2021-04-13	2021-04-20	2022-04-20	"""7001 LOCKER CT, CINC - GJ1071541983"""	45224	39.2015742453705	-84.55978442372	04/13/2021 12:00:00 AM	04/20/2021 12:00:00 AM	04/20/2021 12:00:00 AM
